Account,total_pnl,avg_daily_pnl,pnl_std,total_trades,trading_days,avg_win_rate,avg_size_usd,avg_long_ratio,freq_segment,size_segment,winner_segment,sharpe,consistency,fear_pnl,fear_trades,fear_win_rate,fear_long_ratio,fear_size,greed_pnl,greed_trades,greed_win_rate,greed_long_ratio,greed_size,pnl_greed_lift,direction_shift,wr_greed_lift,cluster,pca1,pca2,archetype
0x8477e447846c758f5a675856001ea72298fd9cb5,43917.008976,252.3966033103448,3367.9125184012946,14998,174,0.3051995431656707,839.021370213006,0.1053560184459277,Frequent,Small Size,Others,0.0749415556167947,Inconsistent,208.93951573584906,37.9811320754717,0.3010590652609582,0.20514692931560027,909.0376390793137,333.69658255208327,112.39583333333333,0.3107767550145055,0.052498483357795105,843.8709329133804,124.75706681623421,0.15264844595780516,0.00971768975354731,1,0.3033499988846752,-1.1438120963557312,High-Stakes Speculator
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,126578.942134,7032.163451888889,15642.867721081608,3052,18,0.2033303746199604,12481.488695021257,0.6153839028268495,Infrequent,Large Size,Others,0.4495443915575224,Consistent,467.4026483333334,43.166666666666664,0.08088235294117647,0.8111764705882353,29954.617227089784,11252.229658545455,249.8181818181818,0.2886047841374753,0.4736228570321709,3223.4166093999524,10784.827010212122,0.3375536135560644,0.20772243119629885,3,1.2305887588367204,1.5233282402472412,Greed Momentum Rider
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,106302.875256,1660.982425875,2678.372530919574,15605,64,0.2739107378656304,1273.0527781456335,0.683805769696375,Frequent,Small Size,Others,0.6201461546889856,Consistent,871.608018,162.125,0.26996144795186283,0.6178042029544693,1288.2549868020653,2673.8750106774196,245.5483870967742,0.2908410034380199,0.7056306155628695,1354.058583549902,1802.2669926774197,-0.0878264126084003,0.020879555486157053,3,1.402916182922406,1.7217308241215157,Greed Momentum Rider
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,72846.484272,1968.8238992432432,7523.577871362993,417,37,0.4114921219752971,2007.329778577112,0.3128322023490272,Infrequent,Small Size,Others,0.2616871830006464,Moderate,-1178.7308147333335,3.2666666666666666,0.13333333333333333,0.32,2638.7213694444445,4529.05389235,18.2,0.6612604256542997,0.2887395743457003,1718.7925632843242,5707.784707083333,0.031260425654299706,0.5279270923209664,3,1.5188477099727622,-0.13857831686780253,Greed Momentum Rider
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,67845.619531,4523.0413020666665,8542.12051178745,563,15,0.2985365592262143,2959.4760618012087,0.634796774107119,Infrequent,Small Size,Others,0.5294986526852082,Consistent,972.4168276666666,22.555555555555557,0.22165242165242166,0.7783475783475784,3442.788135511013,9848.978013666667,60.0,0.41386276558690355,0.4194705677464298,2234.5079512365032,8876.561186,0.35887701060114857,0.1922103439344819,3,1.548788561648454,1.6433464026190265,Greed Momentum Rider
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,21758.831753,1087.94158765,2029.2695425579957,534,20,0.3147693965186718,18919.354152424097,0.628087746338471,Infrequent,Large Size,Others,0.5361247310093953,Consistent,1322.0639030909092,42.90909090909091,0.2222860349527016,0.6738178611511945,14911.716746172933,11.689048,2.0,0.6,0.4,2236.6646666666666,-1310.3748550909093,0.27381786115119444,0.3777139650472984,3,1.0512967238410578,1.7636372119041521,Greed Momentum Rider
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2143382.597689,8372.588272222656,39920.90858902897,14733,256,0.2845184831155218,4495.49655852293,0.3670916410418873,Frequent,Small Size,Others,0.2097294016630521,Inconsistent,1630.3185316031745,59.42857142857143,0.2500207901199995,0.48879726756968406,2493.1631786556463,10929.087303366667,50.21333333333333,0.31660679637162065,0.3246583647105891,5614.36689354994,9298.768771763493,0.16413890285909494,0.06658600625162114,3,0.6422707333333105,0.2991235627586081,Greed Momentum Rider
0xb899e522b5715391ae1d4f137653e7906c5e2115,22488.500821,642.5285948857144,12369.710508123975,4838,35,0.4325793426390197,26246.518331080708,0.260712152590755,Frequent,Large Size,Others,0.0519437051064107,Inconsistent,636.9155825172413,156.0,0.45270660917277245,0.2845275505879328,27697.451291023608,0.0,0.0,0.0,0.0,0.0,-636.9155825172413,0.2845275505879328,-0.45270660917277245,1,-1.8832775376660156,-1.2142268968418923,High-Stakes Speculator
0xbaaaf6571ab7d571043ff1e313a9609a10637864,940163.80622,33577.27879357143,74757.66101524414,21192,28,0.4556247921432756,4528.364242699367,0.5247822781095344,Frequent,Small Size,Others,0.4491483325932856,Moderate,40126.83425618181,768.9545454545455,0.37776199248533665,0.6200288242000579,4492.456585073758,2.336229,2.5,0.5,0.25,48.32375,-40124.49802718181,0.3700288242000579,0.12223800751466335,2,-1.7391215422493813,3.2328366182305195,Disciplined Grinder
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,220519.061853,3291.32928138806,30273.449507840574,2641,67,0.22402073653037,10511.08274482338,0.1644350563427475,Infrequent,Large Size,Others,0.1087199950747444,Inconsistent,8578.4453483125,49.0,0.3278296388534869,0.26130773143811054,16610.65713820913,1396.5909394230769,25.384615384615383,0.12937062937062938,0.015309015309015307,2564.525389970336,-7181.854408889423,0.24599871612909524,-0.19845900948285755,1,-0.6452057198139368,-1.3363080289684852,High-Stakes Speculator
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,836080.553077,6382.294298297709,25629.432631190368,40184,131,0.4110292820298303,1760.5388452412292,0.3493428873038345,Frequent,Small Size,Others,0.2490220673293551,Moderate,1606.534983111111,332.962962962963,0.41215736656419716,0.3163214168900072,1497.840269006758,14160.999633823529,275.70588235294116,0.39839773552143243,0.41907256880049004,2066.8111126260433,12554.464650712418,-0.10275115191048284,-0.01375963104276473,2,0.5210897638409449,0.4645812709287455,Disciplined Grinder
